Station,Station_Name,X,Y,year,quarter,species,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,COD,TSS,Coliform,Alkalinity,Transparency,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,2,cobia,6.481887340545654,25.02451705932617,8.280462265014648,30.74234771728516,0.0658378154039383,0.0161702167242765,34.00441360473633,56.40984725952149,5.95722770690918,0.0,130.57940673828125,1.95429003238678,,,,,,,,
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,3,cobia,6.001182556152344,26.48269271850586,8.21136474609375,30.627460479736328,0.0443701110780239,0.0299116838723421,38.94066619873047,88.78009033203125,5.17867374420166,0.0,131.1721649169922,1.4357789754867554,,,,,,,,
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,4,cobia,6.4810566902160645,23.90827178955078,8.230026245117188,30.24809837341309,0.034337118268013,0.0215072259306907,39.68899917602539,85.0972671508789,4.091334819793701,0.0,130.07821655273438,0.4819927811622619,,,,,,,,
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,1,cobia,7.504186630249023,19.08295249938965,8.24927043914795,31.8042106628418,0.0438745245337486,0.0260918512940406,35.49148178100586,92.2966766357422,3.784267663955689,0.0,125.29725646972656,4.342403411865234,,,,,,,,
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,2,cobia,6.4117584228515625,27.754457473754883,8.281417846679688,31.45549774169922,0.0551313422620296,0.0322476215660572,36.31550216674805,102.4024429321289,2.978375196456909,0.0,110.2794418334961,4.1525187492370605,,,,,,,,
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,3,cobia,6.082108974456787,27.875144958496094,8.16908073425293,30.857925415039062,0.0436781235039234,0.0450579151511192,40.86963653564453,125.48461151123048,1.917973637580872,632.6392211914062,137.92950439453125,1.8673521280288696,,,,,,,,
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,4,cobia,7.344650745391846,25.82713508605957,8.239338874816895,31.06498908996582,0.0485289059579372,0.0386370792984962,34.86687469482422,96.79283905029295,1.700289249420166,90.99060821533205,118.2714385986328,1.909282684326172,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,1,cobia,6.042782306671143,20.644433975219727,8.12333869934082,30.081642150878903,0.0293687805533409,0.0211294423788785,33.99764633178711,52.64515686035156,6.107682704925537,0.0,129.65065002441406,0.0,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,2,cobia,5.817184925079346,24.97858428955078,8.14001750946045,29.52547836303711,0.0377566888928413,0.0202533118426799,34.88563537597656,56.25872039794922,4.440673828125,476.4675903320313,131.01966857910156,0.2006461173295974,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,3,cobia,6.073469638824463,27.088512420654297,8.212996482849121,29.17780303955078,0.0336537435650825,0.0298826545476913,37.21271514892578,90.70098876953124,3.1998627185821533,200.38882446289065,134.07177734375,0.0,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,4,cobia,6.176238536834717,25.058712005615234,8.254863739013672,29.61528587341309,0.0335820242762565,0.0226710587739944,38.87337875366211,79.7375717163086,3.539027214050293,0.0,120.81517791748048,2.068321704864502,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,1,cobia,6.329395294189453,21.998817443847656,8.239668846130371,30.598960876464844,0.039824403822422,0.033545896410942,37.443695068359375,102.06836700439452,5.02243185043335,0.0,127.38660430908205,1.924185037612915,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,2,cobia,6.32003927230835,26.85767936706543,8.268484115600586,30.454553604125977,0.0525701083242893,0.0444938540458679,37.74355316162109,87.84493255615234,4.602376461029053,0.0,117.37163543701172,0.0,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,3,cobia,6.523062705993652,28.21379280090332,8.221820831298828,30.032413482666016,0.0506905317306518,0.0529780201613903,40.82375717163086,111.98814392089844,3.163311719894409,0.0,141.73617553710938,0.4273048341274261,,,,,,,,
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,4,cobia,6.127256870269775,24.97374725341797,8.170520782470703,29.9151611328125,0.0530838295817375,0.0431597530841827,38.73537063598633,108.566650390625,1.933217167854309,0.0,119.53370666503906,0.3285777270793915,,,,,,,,
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2025,1,ALL,,,,,,,,,,,,,0.0014855570625513,0.0013323189923539,0.0001038050686474,0.0,0.0011938959360122,0.0001685166789684,0.013001306913793,0.0002103733277181
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2025,2,ALL,,,,,,,,,,,,,0.0013036195887252,0.001438936102204,0.0001038050686474,0.0025699415709823,0.0025971462018787,0.0001685166789684,0.0391830429434776,0.0012249139836058
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2025,3,ALL,,,,,,,,,,,,,0.0013036195887252,0.0017198825953528,0.0001038050686474,0.0,0.0008538533002138,0.0001685166789684,0.0168250110000371,0.000579924613703
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2025,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0020705871284008,0.0001038050686474,0.0012759950477629,0.0021656129974871,0.0001685166789684,0.0136863784864544,5.908880484639667e-05
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2026,1,ALL,,,,,,,,,,,,,0.0013612867332994,0.0015649943379685,0.0001038050686474,0.0002135418035322,0.0014885090058669,0.0001685166789684,0.0101439766585826,0.0005929030594415
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2026,2,ALL,,,,,,,,,,,,,0.0013036195887252,0.0018973583355545,0.0001038050686474,0.0,0.0011384634999558,0.0001685166789684,0.0014226720668375,0.0
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2026,3,ALL,,,,,,,,,,,,,0.001308208447881,0.0023490064777433,0.0001038050686474,0.0,0.0002795635082293,0.0001685166789684,0.0239178128540515,0.0002225023490609
NB3,Cảng Cái Lân- vịnh Cửa Lục,2320268,427607,2026,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0018302296521142,0.0001038050686474,0.0003655240288935,0.002208509016782,0.0001685166789684,0.0306534506380558,0.0003684287075884
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2025,1,ALL,,,,,,,,,,,,,0.0014855570625513,0.001306123798713,0.0001038050686474,0.0,0.0011073233326897,0.0001685166789684,0.005764212924987,0.0004523149400483
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2025,2,ALL,,,,,,,,,,,,,0.0013036195887252,0.0016439012251794,0.0001038050686474,0.0,0.0027232421562075,0.0001685166789684,0.0093220695853233,0.0008162488229572
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2025,3,ALL,,,,,,,,,,,,,0.001308208447881,0.0021759183146059,0.0001038050686474,7.873506547184661e-05,0.0005686893709935,0.0001685166789684,0.0155637776479125,0.000257344712736
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2025,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0018449669005349,0.0001038050686474,0.0002230733953183,0.0010896854801103,0.0001685166789684,0.0108305038884282,0.0003978078020736
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2026,1,ALL,,,,,,,,,,,,,0.001347028533928,0.0016521955840289,0.0001038050686474,0.0004393025883473,0.0014417478814721,0.0001685166789684,0.0452065654098987,0.000637411896605
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2026,2,ALL,,,,,,,,,,,,,0.001308208447881,0.0015830736374482,0.0001038050686474,0.0020824733655899,0.0015361042460426,0.0001685166789684,0.0125442100688815,0.0004582742985803
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2026,3,ALL,,,,,,,,,,,,,0.0013036195887252,0.0017708393279463,0.0001038050686474,0.0,0.0008294549188576,0.0001685166789684,0.0098440805450081,0.0005176804843358
NB4,Khu Hòn Gạc- vịnh Cửa Lục,2320452,429685,2026,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0021844287402927,0.0001038050686474,0.0024131906684488,0.0012152268318459,0.0001685166789684,0.0172961521893739,0.0001729831565171
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,1,ALL,,,,,,,,,,,,,0.0014855570625513,0.0014563382137566,0.0001038050686474,0.00015792256454,0.0012868026969954,0.0001685166789684,0.0093660587444901,0.0003861951117869
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,2,ALL,,,,,,,,,,,,,0.0013036195887252,0.0016015042783692,0.0001038050686474,9.301713726017624e-05,0.0008392508025281,0.0001685166789684,0.0151236243546009,0.0007592221954837
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,3,ALL,,,,,,,,,,,,,0.001308208447881,0.0023121747653931,0.0001038050686474,0.0079682720825076,0.0018418870167806,0.0001685166789684,0.0185499116778373,0.0
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2025,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0019629031885415,0.0001038050686474,0.0,0.0009929010411724,0.0001685166789684,0.0087416553869843,0.0
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,1,ALL,,,,,,,,,,,,,0.0013612867332994,0.001619076472707,0.0001038050686474,0.0,0.0010635643266141,0.0001685166789684,0.010022610425949,0.0008906483999453
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,2,ALL,,,,,,,,,,,,,0.001308208447881,0.001649652258493,0.0001038050686474,0.0003667071578092,0.0007760049775242,0.0001685166789684,0.0104568041861057,0.0004294149985071
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,3,ALL,,,,,,,,,,,,,0.001308208447881,0.0023490954190492,0.0001038050686474,0.0048240544274449,0.0006826146272942,0.0001685166789684,0.0149641800671815,0.0003948076628148
NB1,Luồng vào cảng Cái Lân tại cầu Bãi Cháy,2318587,428692,2026,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0018853975925594,0.0001038050686474,0.0,0.0012319962261244,0.0001685166789684,0.0038564461283385,0.000374782946892
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,1,ALL,,,,,,,,,,,,,0.0014855570625513,0.001406786381267,0.0001038050686474,5.288340980769135e-05,0.001594633096829,0.0001685166789684,0.012220193631947,0.0005711811245419
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,2,ALL,,,,,,,,,,,,,0.0013036195887252,0.0015677307965233,0.0001038050686474,0.0012710986193269,0.0018081109737977,0.0001685166789684,0.0064630326814949,0.0003986775118391
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,3,ALL,,,,,,,,,,,,,0.0013036195887252,0.0017862117383629,0.0001038050686474,0.0,0.0002492599887773,0.0001685166789684,0.0275034587830305,0.0002988378400914
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2025,4,ALL,,,,,,,,,,,,,0.001308208447881,0.001842965837568,0.0001038050686474,0.0,0.0023859860375523,0.0001685166789684,0.0195027217268943,4.279243148630485e-05
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,1,ALL,,,,,,,,,,,,,0.0013612867332994,0.0014063363196328,0.0001038050686474,0.0,0.0014819463249295,0.0001685166789684,0.008016356267035,0.0006226813420653
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,2,ALL,,,,,,,,,,,,,0.0013036195887252,0.0015556113794445,0.0001038050686474,0.0,0.0018540567252784,0.0001685166789684,0.0115052219480276,0.0002319295454071
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,3,ALL,,,,,,,,,,,,,0.0013036195887252,0.0019658603705465,0.0001038050686474,0.0,1.823591992433649e-05,0.0001685166789684,0.0127384066581726,0.0002886121219489
NB2,Cảng B12- vịnh Cửa Lục,2319163,428365,2026,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0016233120113611,0.0001038050686474,0.0001962463575182,0.0008269767276942,0.0001685166789684,0.0114190718159079,0.0004107059212401
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,1,cobia,6.025999069213867,20.32662773132324,8.193100929260254,30.326753616333008,0.0801218599081039,0.0169938541948795,32.12541961669922,74.32379913330078,8.48727035522461,0.0,132.21376037597656,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,2,cobia,5.638152599334717,25.32937431335449,8.232912063598633,30.637508392333984,0.0823485255241394,0.0138118881732225,35.740325927734375,68.86906433105469,8.2807035446167,0.0,113.24639129638672,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,3,cobia,6.240065574645996,26.744007110595703,8.250652313232422,30.1285343170166,0.0784873068332672,0.0335289016366004,38.70953750610352,74.4023666381836,9.151476860046388,289.6192321777344,129.63526916503906,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,4,cobia,5.942826271057129,24.8363037109375,8.298920631408691,29.71271705627441,0.0772644728422164,0.0243087634444236,34.35756301879883,83.38410949707031,9.440103530883787,0.0,117.2775650024414,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2026,1,cobia,6.275191307067871,21.023929595947266,8.261616706848145,31.211069107055664,0.0816539898514747,0.0208379793912172,31.206995010375977,61.18163299560547,8.937726974487305,0.0,120.85533142089844,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2026,2,cobia,5.8650007247924805,25.92595672607422,8.299052238464355,30.93050193786621,0.0923577472567558,0.0186981298029422,34.762081146240234,76.19176483154297,9.428536415100098,0.0,122.59190368652344,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2026,3,cobia,5.2549662590026855,26.978416442871094,8.30967903137207,31.292705535888672,0.0842679888010025,0.0285577066242694,37.09794235229492,101.13648223876952,7.698737144470215,0.0,138.5768280029297,0.0,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2026,4,cobia,6.6168718338012695,24.431941986083984,8.269874572753906,30.4145565032959,0.0788727030158042,0.0217599105089902,36.12910461425781,70.80427551269531,7.978426456451416,0.0,121.80184173583984,0.0,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2025,1,cobia,5.927146911621094,21.46364402770996,8.070724487304688,29.88741874694824,0.0650313273072242,0.0106116076931357,29.928131103515625,72.10868072509766,14.55559539794922,0.0,114.22030639648438,0.0,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2025,2,cobia,5.781338691711426,26.207061767578125,8.127103805541992,27.88113212585449,0.0736197307705879,0.0114438533782958,31.67863273620605,50.72387313842773,13.309810638427734,0.0,119.5988540649414,1.5165324211120603,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2025,3,cobia,5.643973350524902,26.82665252685547,8.210527420043945,26.318151473999023,0.0460898429155349,0.0283873751759529,40.47491455078125,106.14781951904295,16.223114013671875,2401.8466796875,121.86204528808594,0.0,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2025,4,cobia,5.239431858062744,25.991287231445312,8.12208080291748,27.02834129333496,0.0551724471151828,0.0179910436272621,33.333648681640625,75.36693572998047,14.415184020996094,2889.001708984375,93.95069122314452,0.0,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2026,1,cobia,5.491421699523926,22.14944267272949,8.2261323928833,29.870540618896484,0.0711727067828178,0.0326711051166057,26.96675109863281,43.88825607299805,14.551854133605955,878.656005859375,107.2154312133789,0.0,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2026,2,cobia,5.294942855834961,26.37652969360352,8.229724884033203,29.0478458404541,0.0790366306900978,0.0267164371907711,31.622987747192383,74.92878723144531,10.909247398376465,64.85154724121094,94.81865692138672,3.268306970596313,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2026,3,cobia,4.700033187866211,28.325124740600582,8.275824546813965,28.266420364379883,0.0800113156437873,0.0428578145802021,34.34868240356445,97.41585540771484,11.646591186523438,0.0,96.71456909179688,1.4556318521499634,,,,,,,,
NB6,Cửa sông Trới ven bờ KCN Việt Hưng,2322158,422550,2026,4,cobia,7.392212390899658,25.08504676818848,8.27344799041748,28.72834205627441,0.0761409252882003,0.0327595472335815,35.946346282958984,103.55220794677734,14.625361442565918,0.0,126.98209381103516,2.704829692840576,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2025,1,cobia,6.065752029418945,25.0308837890625,7.899279594421387,27.42767906188965,0.0450084432959556,0.0150214945897459,34.28633499145508,62.32162094116211,7.164848327636719,766.8842163085938,127.32121276855467,0.0,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2025,2,cobia,5.41256856918335,28.550506591796875,7.995803833007812,27.292102813720703,0.0608231164515018,0.0111560523509979,29.51089859008789,42.36894989013672,6.911444187164307,0.0,107.8289031982422,0.0,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2025,3,cobia,5.706863880157471,29.570541381835938,8.095224380493164,24.87496566772461,0.042796391993761,0.0303600430488586,39.31069946289063,107.336181640625,10.00946807861328,2896.983154296875,139.59519958496094,0.0,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2025,4,cobia,5.461938858032227,28.732833862304688,8.056207656860352,27.852081298828125,0.0503823831677436,0.0234773438423872,29.223154067993164,65.50112915039062,10.62610912322998,2059.052978515625,116.60867309570312,0.0,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2026,1,cobia,5.5857253074646,22.64733123779297,8.082268714904785,28.73162841796875,0.0603214539587497,0.0281481519341468,31.31803131103516,73.48743438720703,8.6793212890625,2159.6728515625,103.08480072021484,0.0,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2026,2,cobia,5.4052019119262695,25.470287322998047,8.184612274169922,28.205547332763672,0.0741727203130722,0.0349613428115844,32.31487274169922,69.28497314453125,7.325686454772949,2092.93017578125,103.17559051513672,0.5727185010910034,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2026,3,cobia,5.116968154907227,28.73777198791504,8.288002014160156,26.769689559936523,0.0625939220190048,0.0493501909077167,33.00602340698242,82.32393646240234,8.77841567993164,0.0,107.34323120117188,0.0,,,,,,,,
NB7,Cửa sông Man tại cầu Đá Trắng đường Trới- Vũ Oai,2325055,427799,2026,4,cobia,6.275980472564697,25.29495620727539,8.158479690551758,28.660112380981445,0.0609674155712127,0.0507961586117744,42.35662841796875,140.4567413330078,10.878372192382812,0.0,128.5550537109375,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2025,1,cobia,5.603309154510498,22.64058303833008,8.043227195739746,26.658109664916992,0.0532354936003685,0.010875154286623,28.356693267822266,43.79824066162109,16.37069320678711,0.0,125.14682006835938,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2025,2,cobia,6.053929805755615,27.509641647338867,8.100564956665039,26.389347076416016,0.0596039406955242,0.0160253271460533,31.784162521362305,35.786964416503906,13.39357852935791,0.0,116.8405990600586,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2025,3,cobia,6.697716236114502,28.84672164916992,8.147294044494629,23.49675369262696,0.0373615883290767,0.0265966448932886,39.42557144165039,93.50555419921876,20.25658226013184,3425.193603515625,150.53761291503906,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2025,4,cobia,6.281451225280762,27.43869972229004,8.124755859375,24.675745010375977,0.046116467565298,0.0146959032863378,29.544069290161133,67.88196563720703,18.86613845825196,2094.177001953125,110.41498565673828,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2026,1,cobia,6.201392650604248,22.59268569946289,8.120100975036621,24.471904754638672,0.0539255104959011,0.0229135360568761,28.57025909423828,51.45858383178711,18.07858657836914,0.0,96.58233642578124,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2026,2,cobia,6.708680152893066,27.061901092529297,8.135627746582031,24.419591903686523,0.0595711506903171,0.033642504364252,33.070335388183594,55.71855545043945,14.71353530883789,0.0,104.38080596923828,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2026,3,cobia,6.509212970733643,30.14555549621582,8.11153507232666,21.82529640197754,0.0373270399868488,0.0507110357284545,38.29104232788086,80.87757110595703,18.060327529907227,0.0,131.42335510253906,0.0,,,,,,,,
NB8,Cửa sông Diễn Vọng tại cầu Bang,2324600,433954,2026,4,cobia,8.636545181274414,28.11152648925781,7.981473445892334,25.73275375366211,0.0353229530155658,0.0502199307084083,32.09844970703125,76.06358337402344,17.474815368652344,0.0,119.70278930664062,6.15046501159668,,,,,,,,
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,1,ALL,,,,,,,,,,,,,0.0014855570625513,0.0021081001032143,0.0001038050686474,0.0001788425288395,0.0018120378954336,0.0001685166789684,0.0292170979082584,0.0004614113713614
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,2,ALL,,,,,,,,,,,,,0.001308208447881,0.0015729067381471,0.0001038050686474,0.000359376281267,0.0024360048118978,0.0001685166789684,0.0335870906710624,0.0007105425465852
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,3,ALL,,,,,,,,,,,,,0.0013036195887252,0.0018752361647784,0.0001038050686474,0.0011432943865656,0.0019414840498939,0.0001685166789684,0.0144315939396619,0.0003353426000103
NB5,Ven bờ khu đô thị CENCO 5,2319397,429449,2025,4,ALL,,,,,,,,,,,,,0.001308208447881,0.0021964821498841,0.0001038050686474,0.0,0.00048093899386,0.0001685166789684,0.005185583140701,0.0
